Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
23rd Apr 2024,https://www.vishvasnews.com/politics/fact-check-lok-sabha-election-2024-ink-thrown-on-evm-in-maharashtra-assembly-election-incident-linked-to-recent-polls/,"Fact Check : EVM पर स्याही फेंकने की यह घटना महाराष्ट्र विधानसभा चुनाव की, फेक दावे से हो रहा वायरल", लोकसभा चुनाव के मतदान के दौरान नागपुर में एक शख्स ने ईवीएम मशीन पर स्याही फेंक कर ईवीएम मशीन के खिलाफ नारेबाजी की।,A person threw ink on the EVM ,EVM,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-19.jpg,"BJP,Ink Thrown on EVM Video,Lok Sabha Election 2024,LS Polls 2024,Maharashtra Assembly Election"
22nd Apr 2024,https://www.vishvasnews.com/world/video-of-fire-in-building-in-spain-being-viral-by-linking-it-to-iran-israel-war/,Fact Check: स्पेन की बिल्डिंग में लगी आग के वीडियो को किया जा रहा ईरान- इजरायल जंग से जोड़कर वायरल,यह वीडियो ईरान के जरिये किये गए इजरायल पर हुए हालिया हमले का है।,Israel- Iran attack video/ spain fire ,Spain,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-10-1.jpg,"fire incident,Iran,Iran-Israel,Israel,Israel Palestine War,Spain,viral video"
22nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-photo-of-2022-varanasi-assembly-elections-is-being-viral-by-linking-it-to-the-voting-of-lok-sabha-elections-2024/,Fact Check : 2022 वाराणसी विधानसभा चुनाव की तस्वीर को लोकसभा चुनाव 2024 की वोटिंग से जोड़कर किया जा रहा वायरल,यह फोटो इसी आम चुनाव में हुई वोटिंग के दौरान की है।,lok sabha election voting line filled with muslims ,Muslims ,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-9-3.jpg,"Assambly elections,Assembly Elections 2022,Lok Sabha Election,Lok Sabha Election 2024,UP elections 2022,Varanasi"
22nd Apr 2024,https://www.vishvasnews.com/viral/fact-check-edited-photo-of-narrator-anirudh-acharya-maharaj-goes-viral-with-false-claim/,Fact Check: कथावाचक अनिरुद्ध आचार्य की एडिटेड तस्वीर गलत दावे से वायरल,"ये हैं कथावाचक अनिरुद्ध_आचार्य,, अमेरिका में अपनी पत्नी के साथ डिग्री लेते हुए, यह अपने भक्तों को कथा में बतातें हैं",Anirudh Acharya with his wife in America.,Anirudh Acharya Maharaj,https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-0-2-1.jpg,"Aniruddhacharya Ji,Aniruddhacharya Viral Photo,Anirudh Acharya,Anirudh Acharya Edited Photo,fake news,PP Shri Aniruddhacharya Ji"
22nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-lok-sabha-election-2024-allu-arjun-joining-india-day-parade-in-new-york-as-show-of-support-congress/,Fact Check : न्यूयॉर्क में इंडिया डे परेड पर शामिल हुए अल्लू अर्जुन के पुराने वीडियो को कांग्रेस को समर्थन देने के नाम से किया जा रहा शेयर,साउथ एक्टर अल्लू अर्जुन उतरे चुनावी मैदान में कांग्रेस गठबंधन के लिए कर रहे है चुनाव प्रचार।,Allu Arjun campaigned for Congress.,Allu Arjun,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-2024-04-22T161449.852.jpg,"Allu Arjun India Day Parade New York,Congress supports Allu Arjun video,Lok Sabha Election 2024,viral news"
22nd Apr 2024,https://www.vishvasnews.com/politics/lok-sabha-election-2024-old-video-of-uma-bharti-criticizing-pm-modi-resurfaces-goes-viral/,Fact Check : पीएम मोदी की आलोचना करतीं उमा भारती का पुराना वीडियो वायरल,मोदी विनाश पुरूष श्री उमा भारती पूर्व मुख्यमंत्री,Uma Bharti Speak against Modi,"Uma Bharti, Narendra Modi, BJP",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-23.jpg,"Fact Check,fake news,Lok Sabha Election 2024,Uma Bharti viral video on PM Modi,viral video"
22nd Apr 2024,https://www.vishvasnews.com/politics/lok-sabha-election-2024-old-video-of-pm-modi-kolkata-rally-goes-viral-linked-to-barmer/,Fact Check : पीएम मोदी की कोलकाता रैली के पुराने वीडियो को अब बाड़मेर का बताकर किया गया वायरल,“राजपूतों को भड़काने के बाद की सुनामी है ये। ये सुनामी है राजस्थान के बाड़मेर का। चाहे जितना जोर लगा लो सबसे आगे होंगे पीएम मोदी।,PM Modi ralyy in Rajasthan,"Narendra Modi, Rajasthan, Election",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-24-2.jpg,"Fact Check,Lok Sabha Election 2024,PM Modi Barmer,PM Modi Kolkata rally,PM Modi Kolkata rally video viral"
22nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-rampur-fake-voting-video-shared-with-false-claim-up-lok-sabha-election-2024/,Fact Check: रामपुर में फर्जी वोटिंग की कोशिश की पुरानी घटना को यूपी लोकसभा चुनाव से जोड़कर किया जा रहा शेयर,उत्तर प्रदेश में फेक वोटिंग की कोशिश करती दो मुस्लिम महिलाओं को पुलिस ने हिरासत में लिया।,Police detained two Muslim women who tried to fake voting in Uttar Pradesh.,"Fake Voting, Rampur, Uttar Pradesh Fake Voting",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-22-at-4.21.29-PM.jpeg,": Rampur Fake Voting Video,Election Fact Check,fake news,Lok Sabha Election 2024,Rampur,UP Lok Sabha Election 2024,viral news"
22nd Apr 2024,https://www.vishvasnews.com/sports/fact-check-ms-dhoni-old-picture-goes-viral-with-false-claim-seen-campaigning-for-political-party-for-lok-sabha-elections-2024/,"Fact Check : धोनी के कांग्रेस के पक्ष में समर्थन की अपील का दावा फेक, वायरल तस्वीर चुनाव से संबंधित नहीं", धोनी ने कांग्रेस को वोट दिया।,Dhoni voted for Congress.,Mahendra singh dhoni,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-28.jpg,"Chennai Super Kings,IPL 2024,Lok Sabha elections 2024,MS Dhoni Congress,MS Dhoni Instagram followers,MS Dhoni Viral Picture"
22nd Apr 2024,https://www.vishvasnews.com/sports/fact-check-ipl-2024-preity-zinta-did-not-give-statement-regarding-buying-rohit-sharma-in-the-indian-premier-league-viral-claim-is-fake/,"Fact Check : प्रीति जिंटा ने रोहित शर्मा को IPL में खरीदने को लेकर नहीं दिया कोई बयान, वायरल दावा फर्जी", प्रीति जिंटा : अगर रोहित शर्मा मेगा नीलामी में आते हैं तो मैं उन्हें पाने के लिए अपनी जान की बाजी लगा दूंगी।,"Preity Zinta: If Rohit Sharma comes in the mega auction, I will risk my life to get him.","Preity Zinta, Rohit Sharma",https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-8.jpg,"Fact Check,fake news,IPL 2024,Preity Zinta,Preity Zinta Rohit Sharma statement,Rohit Sharma"
20th Apr 2024,https://www.vishvasnews.com/politics/fact-check-fake-viral-opinion-poll-in-the-name-of-axis-my-india-for-lok-sabha-elections/,Fact Check: लोकसभा चुनाव को लेकर एक्सिस माय इंडिया के नाम से वायरल ओपिनियन पोल फेक,एक्सिस माय इंडिया के प्री-पोल सर्वे में एनडीए और I.N.D.I गठबंधन के बीच कांटे की टक्कर।,Axis My India's pre-poll survey shows a close fight between NDA and I.N.D.I alliance.,"Axis My India, Pre-poll survey",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-20-at-9.04.10-AM.jpeg,"Axis My India,Election Fact Check,Fake Pre Poll Survey,Loksabha Election 2019,Pre Poll"
20th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-claim-of-voting-through-challenge-vote-fake-name-in-voter-list-mandatory-condition-of-voting/,"Fact Check: “चैलेंज वोट” के जरिए वोट डालने का दावा FAKE, मतदाता सूची में नाम होना वोटिंग की अनिवार्य शर्त",मतदाता सूची में नाम नहीं होने के बावजूद चैलेंट वोट के जरिए कर सकते हैं मतदान।,Candidates can cast their vote through voter's vote despite their name not being in the voter list.,"Challenge Vote, ECI",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-20-at-9.08.08-AM.jpeg,"Challenge Vote,ECI,Election Fact Check,Lok Sabha Election 2024,Tendered vote"
